pool,index,first,last,position,jersey,college,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
primary,0,Jim,Otto,C,0,,41,59,11,92,22,97,61,41,18,15,27,15,10,10,17,93,93,8,26,37,19,49,79,99,76,5,82,51
primary,1,Dave,Dalby,C,50,UCLA,47,60,11,59,19,97,53,52,15,13,32,8,10,10,18,76,79,7,22,27,17,49,33,99,52,5,78,42
primary,2,Skip,Thomas,CB,26,USC,91,92,9,81,17,33,49,95,92,13,78,9,11,10,35,20,24,60,39,76,19,49,82,1,64,5,69,24
primary,3,Nemiah,Wilson,CB,48,,85,86,9,58,16,33,41,82,86,13,80,9,11,11,29,19,18,41,32,64,17,49,90,1,76,5,84,60
primary,4,Willie,Brown,CB,24,,82,82,9,41,16,76,31,82,79,12,77,8,11,10,23,19,26,39,48,70,17,49,22,1,56,5,81,54
primary,5,Charlie,Phillips,CB,44,,89,83,11,62,16,64,47,78,78,8,71,6,11,11,32,26,31,34,45,65,17,49,67,1,46,5,56,52
primary,6,Ron,Smith,CB,27,Wisconsin,85,88,9,66,16,72,47,72,74,12,68,8,11,10,21,11,18,39,25,54,17,49,22,1,48,5,75,77
primary,7,Jimmy,Warren,CB,20,Illinois,91,74,11,72,21,76,35,77,83,8,75,6,11,11,35,46,43,34,53,62,22,49,35,1,32,5,55,76
primary,8,Bob,Prout,CB,29,,82,81,9,88,21,69,41,61,56,13,49,9,11,10,19,29,27,41,29,41,23,49,42,1,20,5,24,57
primary,9,Bubba,Smith,DE,77,,78,88,10,79,19,76,58,64,51,14,95,28,11,10,24,19,26,28,98,88,20,49,97,99,65,5,83,80
primary,10,Horace,Jones,DE,82,Louisville,61,71,10,72,22,88,57,73,68,24,87,37,11,11,32,23,30,24,76,77,21,49,36,99,36,5,55,85
primary,11,Otis,Sistrunk,DT,60,None,60,59,11,69,21,87,67,47,18,18,89,28,11,11,22,27,22,12,76,88,20,49,69,99,64,5,76,73
primary,12,Art,Thoms,DT,80,Syracuse,62,65,11,64,23,39,79,62,26,18,93,31,10,10,30,35,31,18,70,87,23,49,71,99,51,5,56,83
primary,13,Tony,Cline,DT,84,,72,77,10,60,22,66,61,73,29,20,72,27,10,10,23,32,29,10,90,70,21,49,26,99,48,5,80,42
primary,14,Marv,Hubbard,FB,44,,80,86,18,94,20,84,57,61,14,44,9,44,14,14,58,74,72,92,6,14,21,49,36,99,48,5,70,72
primary,15,Jack,Tatum,FS,32,,82,86,9,88,19,70,47,85,91,15,80,10,12,11,30,20,23,43,28,76,22,49,97,1,88,5,81,69
primary,16,Gene,Upshaw,G,63,,49,37,14,79,24,96,75,44,17,31,27,22,10,10,21,90,88,9,27,30,22,49,84,99,83,5,58,51
primary,17,George,Buehler,G,64,Stanford,52,65,11,82,16,98,59,55,24,33,33,47,11,17,45,85,91,19,24,23,16,49,56,99,57,5,75,49
primary,18,Dan,Medlin,G,79,,41,44,11,50,22,96,73,58,11,30,23,16,10,10,13,70,63,1,23,28,19,49,37,99,47,5,45,14
primary,19,Clarence,Davis,HB,28,USC,89,64,24,82,11,90,65,81,13,55,8,87,24,25,60,27,27,86,9,7,12,49,41,50,56,5,69,65
primary,20,Jeff,Queen,HB,49,,80,76,23,82,13,96,73,95,12,32,6,86,19,20,52,61,59,86,8,6,12,49,43,50,45,5,42,68
primary,21,Charlie,Smith,HB,23,Utah,86,75,15,85,13,83,53,75,14,52,5,78,14,14,48,28,28,89,14,8,16,49,38,99,50,5,51,67
primary,22,Pete,Banaszak,HB,40,,89,72,23,82,13,94,57,92,12,50,6,77,19,20,61,38,30,72,8,6,12,49,43,99,36,24,41,60
primary,23,Mark,van Eeghen,HB,30,,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
primary,24,Bob,Hudson,HB,36,,88,80,15,60,16,89,49,75,10,21,14,78,13,13,39,20,16,60,6,12,14,49,34,50,38,24,41,9
primary,25,Harold,Hart,HB,34,Texas Southern,77,76,17,74,11,70,61,75,14,55,9,62,14,15,65,15,10,74,12,12,15,49,45,50,27,24,45,24
primary,26,Dan,Conners,ILB,55,,81,82,10,92,11,87,73,70,82,23,99,38,11,11,23,33,29,24,78,99,11,49,82,99,63,5,70,63
primary,27,Joe,Carroll,ILB,48,,78,69,10,78,4,64,69,84,74,15,90,34,11,11,16,23,20,24,83,89,4,49,79,99,52,5,74,63
